area,price,title,community,link,time,Latitude,model
37平,4500,控江路2026弄，1室1厅1卫，一链倾城，交通便利,控江路2026弄,/zufang/shz4083650.html,2017.07.08上架,"[u'121.5172545', u'31.2797136']",1室1厅
45平,5500,中华小区，1室1厅，放心好房，钥匙房,中华小区,/zufang/shz4083590.html,2017.07.08上架,"[u'121.4236201', u'31.20547112']",1室1厅
72平,8800,出行方便，看房方便，光线充足，看房客户多,南阳小区,/zufang/shz4082971.html,2017.07.08上架,"[u'121.457356', u'31.234076']",2室1厅
36平,4900,梅园三街坊，链家好房，一室小户型，钥匙房,梅园三街坊,/zufang/shz4082751.html,2017.07.08上架,"[u'121.5305678', u'31.23972158']",1室2厅
180平,14000,圣陶沙花园，真实在租，实地看房，出行方便,圣陶沙花园（别墅）,/zufang/shz4081390.html,2017.07.07上架,"[u'121.378566', u'31.138964']",4室3厅
164平,14500,一链倾城，4室2厅，近地铁，人气房源,联洋年华,/zufang/shz4081179.html,2017.07.07上架,"[u'121.561114', u'31.232919']",4室2厅
45平,3500,三门路358弄，温馨一室，最近看房多，闹中取静,三门路358弄,/zufang/shz4081153.html,2017.07.07上架,"[u'121.499319', u'31.315881']",1室1厅
40平,5100,南丹小区，高区景观好，最近看房多，看房方便,南丹小区,/zufang/shz4081052.html,2017.07.07上架,"[u'121.436662', u'31.197546']",1室1厅
66平,5550,宏明雅舍，2室1厅1卫，实地看房，真实在租,宏明雅舍,/zufang/shz4080700.html,2017.07.07上架,"[u'121.3757421', u'31.16492153']",2室1厅
124平,13000,受欢迎好房，3房出租，交通方便，一链倾城,创世纪花园,/zufang/shz4080346.html,2017.07.07上架,"[u'121.445988', u'31.191704']",3室2厅
107平,7600,证大家园，有钥匙房源，光线充足，南北直通,证大家园（公寓）,/zufang/shz4079734.html,2017.07.06上架,"[u'121.6028134', u'31.28632734']",2室2厅
64平,5000,真实在租，两室户，交通便利，有钥匙房源,红梅小区（长宁）,/zufang/shz4079551.html,2017.07.06上架,"[u'121.369408', u'31.220984']",2室1厅
62平,8000,多次带看，附近有地铁，链家有钥匙，光线棒,马当小区,/zufang/shz4079523.html,2017.07.06上架,"[u'121.482302', u'31.219313']",2室0厅
143平,14500,四季园，多次带看，有钥匙方便看，采光棒,四季园,/zufang/shz4079519.html,2017.07.06上架,"[u'121.458517', u'31.201885']",3室2厅
66平,3000,华中公寓，真实在租，上下楼方便，看房有钥匙,华中公寓,/zufang/shz4077744.html,2017.07.05上架,"[u'121.237989', u'31.023211']",2室1厅
33平,3400,多次带看，上下楼方便，好房待租，出行方便,靖宇南路5弄,/zufang/shz4077421.html,2017.07.05上架,"[u'121.533554', u'31.28528264']",1室0厅
38平,4500,蓝高小区，出行方便，好房好心情，链家有钥匙,蓝高小区,/zufang/shz4077020.html,2017.07.05上架,"[u'121.536618', u'31.217388']",1室1厅
34平,4300,谨斜小区，钥匙在店，好房待租，人气房源,谨斜小区,/zufang/shz4076653.html,2017.07.05上架,"[u'121.455263', u'31.199705']",1室1厅
43平,5500,最近看房多，钥匙在链家，南北直通，近地铁,长宁支路318弄,/zufang/shz4076449.html,2017.07.05上架,"[u'121.4297821', u'31.22988052']",2室1厅
109平,11500,万邦都市花园，有钥匙方便看，如您所见，多次带看,万邦都市花园,/zufang/shz4076412.html,2017.07.05上架,"[u'121.559261', u'31.207145']",3室2厅
43平,4500,视野很好，钥匙在店，近地铁，看房客户多,中原路99弄,/zufang/shz4074827.html,2017.07.04上架,"[u'121.5372102', u'31.319712']",2室1厅
143平,14000,钥匙在链家，南北通透，受欢迎好房，附近有地铁,明园小安桥,/zufang/shz4074792.html,2017.07.04上架,"[u'121.429757', u'31.1911']",3室2厅
53平,5000,近地铁，享受好房，上下楼方便，适合自住,宁和小区,/zufang/shz4074766.html,2017.07.04上架,"[u'121.456775', u'31.280534']",2室1厅
42平,2800,东沟六村，小户型，看房有钥匙，链家好房,东沟六村,/zufang/shz4074260.html,2017.07.04上架,"[u'121.5835952', u'31.29557497']",1室1厅
25平,4300,有爱有家，一室小户型，上下楼方便，交通方便,南丹小区,/zufang/shz4073949.html,2017.07.03上架,"[u'121.436662', u'31.197546']",1室0厅
50平,3500,沪东新村，高区景观房，小户型，钥匙房,沪东新村,/zufang/shz4073902.html,2017.07.03上架,"[u'121.590956', u'31.276013']",1室1厅
35平,4300,钥匙在店，1室0厅，交通便利，实地看房,中山北路3924弄,/zufang/shz4073686.html,2017.07.03上架,"[u'121.4179021', u'31.23192419']",1室0厅
133平,9000,文化花园香榭丽苑，地铁沿线，人气房源，舒适三室,文化花园香榭丽苑,/zufang/shz4073605.html,2017.07.03上架,"[u'121.499767', u'31.308528']",3室2厅
71平,6000,三兴大楼，链家好房，交通便利，最近看房多,三兴大楼,/zufang/shz4073541.html,2017.07.03上架,"[u'121.467251', u'31.258167']",2室1厅
37平,3500,佳宝二村，如您所见，上下楼方便，钥匙在链家,佳宝二村,/zufang/shz4072411.html,2017.07.02上架,"[u'121.351161', u'31.160744']",1室1厅
59平,5200,龙华茶花园，多次带看，1室1厅，一链倾城,龙华茶花园,/zufang/shz4071684.html,2017.07.02上架,"[u'121.4601905', u'31.1749003']",1室1厅
86平,4800,金地褐石苑，出行方便，人气房源，钥匙在链家,金地褐石苑,/zufang/shz4070503.html,2017.07.02上架,"[u'121.2633785', u'31.11831226']",3室2厅
48平,5800,两室户，生活很便利，人气房源，链家房源,梅园四街坊,/zufang/shz4070452.html,2017.07.02上架,"[u'121.532544', u'31.238222']",2室1厅
114平,10000,交通方便，简约二室，钥匙房，光线充足,上影广场（徐汇）,/zufang/shz4068558.html,2017.07.01上架,"[u'121.44573', u'31.190288']",2室2厅
33平,4480,出行方便，高区采光好，温馨一室，有钥匙,东新支路55弄,/zufang/shz4068343.html,2017.07.01上架,"[u'121.4316109', u'31.24944705']",1室1厅
102平,9200,佳安公寓，低楼层，交通便利，南北户型,佳安公寓,/zufang/shz4068228.html,2017.07.01上架,"[u'121.453884', u'31.196059']",3室2厅
126平,9000,链家房源，3房出租，附近有地铁，钥匙在店,嘉和花苑,/zufang/shz4067708.html,2017.07.01上架,"[u'121.409059', u'31.133142']",3室2厅
147平,7100,绿洲康城亲水湾，附近有地铁，好房好心情，看房方便,绿洲康城亲水湾（中央区）,/zufang/shz4067439.html,2017.07.01上架,"[u'121.590724', u'31.158247']",3室2厅
150平,7400,交通便利，如您所见，钥匙房，受欢迎好房,欧洲凯城园,/zufang/shz4066790.html,2017.06.30上架,"[u'121.532317', u'31.260923']",2室2厅
47平,5500,适合自住，看房有钥匙，附近有地铁，上下楼方便,梅园三街坊,/zufang/shz4065503.html,2017.06.30上架,"[u'121.5305678', u'31.23972158']",2室0厅
29平,3000,小户型，附近有地铁，高区景观好，钥匙房,乾溪新村,/zufang/shz4065230.html,2017.06.30上架,"[u'121.417162', u'31.310996']",1室0厅
126平,12000,万邦都市花园，舒适三室，好房好心情，有钥匙房源,万邦都市花园,/zufang/shz4064569.html,2017.06.29上架,"[u'121.559261', u'31.207145']",3室2厅
107平,8200,看房有钥匙，适合自住，链家房源，人气房源,东方龙苑,/zufang/shz4063687.html,2017.06.29上架,"[u'121.538146', u'31.20674']",2室2厅
192平,16000,王子公寓，光线充足，有爱有家，生活很便利,王子公寓,/zufang/shz4063505.html,2017.06.29上架,"[u'121.387098', u'31.198519']",4室2厅
60平,8500,温馨一室，看房有钥匙，享受好房，光线充足,永嘉路695弄,/zufang/shz4061067.html,2017.06.28上架,"[u'121.4531749', u'31.21010753']",1室1厅
65平,5300,金牛苑，附近有地铁，精致户型，好楼层,金牛苑,/zufang/shz4061041.html,2017.06.28上架,"[u'121.440042', u'31.157767']",2室1厅
31平,4800,好房好心情，看房方便，高区采光好，实地看房,巴士小区,/zufang/shz4059727.html,2017.06.27上架,"[u'121.480376', u'31.21708']",1室0厅
44平,4300,宁和小区，低区出入方便，温馨一室，有钥匙,宁和小区,/zufang/shz4059327.html,2017.06.27上架,"[u'121.456775', u'31.280534']",1室1厅
51平,5700,钥匙房，享受好房，低楼层，两室户,潍坊五村,/zufang/shz4058145.html,2017.06.26上架,"[u'121.530556', u'31.226228']",2室1厅
48平,4500,附近有地铁，上下楼方便，南北通透，适合自住,上南二村,/zufang/shz4058072.html,2017.06.26上架,"[u'121.501829', u'31.182348']",2室1厅
102平,5800,明丰花园，简约二室，受欢迎好房，低区出入方便,明丰花园,/zufang/shz4056334.html,2017.07.05上架,"[u'121.537152', u'31.156254']",2室2厅
115平,7800,高区采光好，人气房源，南北通透，钥匙房,皇朝新城,/zufang/shz4055724.html,2017.06.25上架,"[u'121.524694', u'31.298334']",2室2厅
44平,3900,出行方便，多次带看，一室小户型，有钥匙方便看,北茶园,/zufang/shz4054685.html,2017.06.24上架,"[u'121.522975', u'31.298011']",1室1厅
125平,12500,实地看房，链家好房，南北通透，看房方便,上海绿城,/zufang/shz4054209.html,2017.06.24上架,"[u'121.539738', u'31.211494']",3室2厅
110平,10000,万邦都市花园，舒适三室，近地铁，享受好房,万邦都市花园,/zufang/shz4054135.html,2017.06.24上架,"[u'121.559261', u'31.207145']",3室2厅
170平,30000,如您所见，生活很便利，看房客户多，在租四房,公馆77,/zufang/shz4052266.html,2017.06.23上架,"[u'121.488634', u'31.219138']",4室2厅
91平,8600,和源馨苑，高区采光好，交通便利，多次带看,和源馨苑,/zufang/shz4050516.html,2017.06.23上架,"[u'121.474004', u'31.25529']",2室2厅
83平,10000,附近有地铁，实地看房，看房有钥匙，一链倾城,吴兴大楼,/zufang/shz4050067.html,2017.06.20上架,"[u'121.450624', u'31.207703']",3室1厅
37平,4200,温馨之家，光线充足，看房客户多，近地铁,上农新村,/zufang/shz4049927.html,2017.06.20上架,"[u'121.4897177', u'31.28860824']",1室1厅
96平,6500,东方丽景，一链倾城，空气清新，看房客户多,东方丽景,/zufang/shz4049465.html,2017.06.22上架,"[u'121.5936064', u'31.28852066']",2室2厅
86平,5500,逸居苑，南北通透，2室1厅1卫，受欢迎好房,逸居苑,/zufang/shz4048907.html,2017.06.22上架,"[u'121.498662', u'31.34623984']",2室1厅
86平,6800,证大家园，交通方便，多次带看，放心好房,证大家园（公寓）,/zufang/shz4048904.html,2017.06.22上架,"[u'121.6028134', u'31.28632734']",2室2厅
142平,10000,大华锦绣华城，好房好心情，交通便利，舒适三室,大华锦绣华城（十二街区）,/zufang/shz4048105.html,2017.06.22上架,"[u'121.545428', u'31.187881']",3室2厅
145平,14000,改善住房，实地看房，看房有钥匙，放心好房,山水国际,/zufang/shz4048032.html,2017.06.22上架,"[u'121.550164', u'31.240324']",3室2厅
113平,9000,南北直通，有钥匙房源，采光棒，精致户型,八方大厦,/zufang/shz4047994.html,2017.06.22上架,"[u'121.544802', u'31.24108']",2室2厅
91平,4400,有钥匙房源，如您所见，出行方便，房型正气,新城金郡,/zufang/shz4047925.html,2017.06.22上架,"[u'121.2462989', u'31.34873307']",2室2厅
124平,12000,上下楼方便，南北通，钥匙在链家，最近看房多,大唐盛世花园,/zufang/shz4047233.html,2017.06.21上架,"[u'121.566444', u'31.213217']",3室2厅
77平,7200,海联公寓，看房客户多，交通方便，看房方便,海联公寓,/zufang/shz4047022.html,2017.06.21上架,"[u'121.476922', u'31.250375']",2室1厅
144平,15000,盛世年华，有爱有家，受欢迎好房，好楼层,盛世年华,/zufang/shz4046754.html,2017.06.21上架,"[u'121.545231', u'31.234402']",3室2厅
87平,7300,看房客户多，地铁沿线，链家房源，好楼层,金地湾流域（公寓）,/zufang/shz4044045.html,2017.06.19上架,"[u'121.526828', u'31.155039']",3室2厅
73平,8300,金祥苑，真实在租，改善住房，最近看房多,金祥苑,/zufang/shz4042471.html,2017.06.18上架,"[u'121.425502', u'31.185911']",3室2厅
78平,10999,看房有钥匙，2室1厅，链家房源，附近有地铁,中凯城市之光（静安）,/zufang/shz4041367.html,2017.06.18上架,"[u'121.471835', u'31.232529']",2室1厅
77平,5700,出行方便，南北户型，两室户，真实在租,海鸿公寓,/zufang/shz4039335.html,2017.06.17上架,"[u'121.5229412', u'31.29301285']",2室1厅
31平,3000,有钥匙，1室0厅，交通方便，实地看房,鞍山四村第三小区,/zufang/shz4038361.html,2017.06.17上架,"[u'121.514523', u'31.280994']",1室0厅
106平,10000,地铁沿线，一链倾城，看房有钥匙，房型正气,上海绿城,/zufang/shz4038243.html,2017.06.16上架,"[u'121.539738', u'31.211494']",2室2厅
45平,4800,链家有钥匙，低区出入方便，交通方便，链家房源,石岚三村,/zufang/shz4036894.html,2017.06.16上架,"[u'121.428448', u'31.258398']",2室1厅
151平,9000,锦秋花园，有钥匙，3室2厅3卫，受欢迎好房,锦秋花园（别墅）,/zufang/shz4036033.html,2017.06.16上架,"[u'121.396035', u'31.330332']",3室2厅
61平,9200,2室0厅，受欢迎好房，交通方便，好房待租,马当小区,/zufang/shz4035519.html,2017.06.15上架,"[u'121.482302', u'31.219313']",2室0厅
76平,8500,简约二室，低区出入方便，钥匙房，近地铁,河风丽景,/zufang/shz4034431.html,2017.06.15上架,"[u'121.385691', u'31.222778']",2室1厅
124平,12500,银杏家园，受欢迎好房，采光好，2室2厅,银杏家园,/zufang/shz4034088.html,2017.06.15上架,"[u'121.48213', u'31.210724']",2室2厅
41平,4200,放心好房，空气清新，钥匙在店，人气房源,凤城四村,/zufang/shz4034069.html,2017.06.15上架,"[u'121.528786', u'31.289401']",2室0厅
45平,5500,长新大楼，钥匙在链家，1室0厅，一链倾城,长新大楼,/zufang/shz4033933.html,2017.06.15上架,"[u'121.476549', u'31.244691']",1室0厅
153平,15500,徐家汇花园，最近看房多，4室2厅2卫，真实在租,徐家汇花园,/zufang/shz4031678.html,2017.06.13上架,"[u'121.453761', u'31.199951']",4室2厅
101平,9300,如您所见，高区景观好，南北通，出行方便,振兴小区（徐汇）,/zufang/shz4030234.html,2017.06.13上架,"[u'121.458215', u'31.200278']",3室2厅
52平,4500,高区阳光房，多次带看，出行方便，如您所见,宝昌路632弄,/zufang/shz4029186.html,2017.06.12上架,"[u'121.478262', u'31.26746996']",2室1厅
67平,7800,简约二室，链家有钥匙，视野很好，实地看房,东园一村,/zufang/shz4028857.html,2017.06.12上架,"[u'121.5187815', u'31.23814613']",2室0厅
74平,3300,高区景观房，受欢迎好房，链家房源，看房方便,潼港八村,/zufang/shz4027647.html,2017.06.11上架,"[u'121.576008', u'31.356505']",2室1厅
112平,12000,三和花园，钥匙在店，视野很好，最近看房多,三和花园,/zufang/shz4027018.html,2017.06.11上架,"[u'121.446217', u'31.234812']",2室2厅
88平,6300,最近看房多，钥匙在店，南北户型，出行方便,证大家园（公寓）,/zufang/shz4026659.html,2017.06.11上架,"[u'121.6028134', u'31.28632734']",2室2厅
108平,8000,梓树园，有钥匙方便看，2室2厅1卫，看房客户多,梓树园,/zufang/shz4026446.html,2017.06.11上架,"[u'121.437027', u'31.168435']",2室2厅
88平,6800,视野很好，精致户型，多次带看，有钥匙房源,证大家园（公寓）,/zufang/shz4026438.html,2017.06.11上架,"[u'121.6028134', u'31.28632734']",2室2厅
49平,4300,看房方便，真实在租，出行方便，温馨之家,平阳二村,/zufang/shz4026330.html,2017.06.11上架,"[u'121.396974', u'31.145512']",1室1厅
126平,8500,江南星城，3室2厅2卫，交通便利，看房客户多,江南星城,/zufang/shz4026312.html,2017.06.11上架,"[u'121.393657', u'31.142667']",3室2厅
137平,9000,汇京佳丽园，实地看房，南北通，视野很好,汇京佳丽园,/zufang/shz4025630.html,2017.06.10上架,"[u'121.437011', u'31.153805']",2室2厅
39平,5000,华师大一村，有钥匙房源，温馨一室，低楼层,华师大一村,/zufang/shz4025025.html,2017.06.10上架,"[u'121.416708', u'31.231612']",1室1厅
47平,6200,梅园五街坊，最近看房多，如您所见，闹中取静,梅园五街坊,/zufang/shz4021955.html,2017.06.09上架,"[u'121.5351162', u'31.23799506']",2室1厅
50平,5300,陆家浜路413弄，真实在租，钥匙在链家，上下楼方便,陆家浜路413弄,/zufang/shz4021580.html,2017.06.09上架,"[u'121.5067551', u'31.21788043']",1室1厅
84平,3800,德华路226弄，适合自住，好房好心情，钥匙房,德华路226弄,/zufang/shz4020835.html,2017.06.08上架,"[u'121.3203921', u'31.30152119']",2室1厅
37平,4500,临沂六村，看房客户多，附近有地铁，低楼层,临沂六村,/zufang/shz4020589.html,2017.06.08上架,"[u'121.518163', u'31.199051']",1室2厅
67平,4800,有钥匙房源，两室户，多次带看，真实在租,凌兆新村（上浦路165弄）,/zufang/shz4018297.html,2017.06.07上架,"[u'121.4987322', u'31.15116325']",2室1厅
132平,17000,钥匙在店，交通便利，光线充足，3室2厅,上海绿城,/zufang/shz4018190.html,2017.06.07上架,"[u'121.539738', u'31.211494']",3室2厅
65平,6300,钥匙房，链家房源，低楼层，交通便利,天安豪园,/zufang/shz4017619.html,2017.06.07上架,"[u'121.377025', u'31.166092']",1室1厅
34平,6200,斜土新村，真实在租，好楼层，1室1厅1卫,斜土新村,/zufang/shz4016852.html,2017.06.07上架,"[u'121.477141', u'31.205348']",1室1厅
93平,8900,绿地世纪城，看房客户多，好房待租，高区采光好,绿地世纪城（二期）,/zufang/shz4016355.html,2017.06.07上架,"[u'121.427075', u'31.236768']",2室2厅
28平,4000,链家房源，钥匙在链家，小户型，上下楼方便,文缘村,/zufang/shz4016150.html,2017.06.07上架,"[u'121.4310952', u'31.20938973']",1室0厅
45平,4500,复旦零号宿舍，适合自住，交通方便，链家房源,复旦零号宿舍,/zufang/shz4014602.html,2017.06.06上架,"[u'121.5124067', u'31.30027334']",2室1厅
103平,6000,东方御花园，低楼层，2室2厅2卫，真实在租,东方御花园,/zufang/shz4014428.html,2017.06.06上架,"[u'121.395996', u'31.134874']",2室2厅
39平,2600,地铁沿线，温馨之家，视野很好，放心好房,长江路20弄,/zufang/shz4013978.html,2017.06.06上架,"[u'121.5071712', u'31.35825651']",1室1厅
70平,6500,机施公寓，两室户，有钥匙方便看，附近有地铁,机施公寓,/zufang/shz4013920.html,2017.06.06上架,"[u'121.4865378', u'31.27992423']",2室1厅
104平,13800,新福康里，上下楼方便，链家好房，3室2厅1卫,新福康里（公寓）,/zufang/shz4013306.html,2017.06.05上架,"[u'121.464737', u'31.241044']",3室2厅
92平,6800,昌里花园，最近看房多，好房待租，低楼层,昌里花园（一期）,/zufang/shz4013181.html,2017.06.05上架,"[u'121.51274', u'31.18396']",2室2厅
47平,3500,殷行路315号，出行方便，放心好房，受欢迎好房,殷行路315号,/zufang/shz4010990.html,2017.06.04上架,"[u'121.544906', u'31.334808']",2室0厅
121平,15000,鹿特丹花园，链家好房，钥匙在链家，交通方便,鹿特丹花园,/zufang/shz4010975.html,2017.06.04上架,"[u'121.401757', u'31.199937']",2室2厅
33平,5500,附近有地铁，看房客户多，温馨之家，钥匙在店,丽园路1032弄,/zufang/shz4010911.html,2017.06.04上架,"[u'121.4780903', u'31.21163324']",1室0厅
73平,6000,茂兴大厦，出行方便，最近看房多，简约二室,茂兴大厦,/zufang/shz4010613.html,2017.06.04上架,"[u'121.521779', u'31.216627']",2室1厅
68平,5500,商建大楼，链家好房，小户型，看房客户多,商建大楼,/zufang/shz4009063.html,2017.06.03上架,"[u'121.495982', u'31.292116']",1室2厅
43平,3000,人气房源，温馨之家，链家好房，有钥匙房源,宜川六村,/zufang/shz4006987.html,2017.06.03上架,"[u'121.443442', u'31.265427']",1室0厅
49平,2450,城南路361弄，受欢迎好房，看房有钥匙，享受好房,城南路361弄,/zufang/shz4005527.html,2017.06.02上架,"[u'121.71018338753', u'31.197585583085']",1室1厅
199平,11000,丰盛雅苑，看房有钥匙，5室3厅3卫，低区出入方便,丰盛雅苑,/zufang/shz4004629.html,2017.06.02上架,"[u'121.339397', u'31.252732']",5室3厅
101平,7500,锦绣苑，精致户型，交通方便，看房有钥匙,锦绣苑,/zufang/shz4004501.html,2017.06.02上架,"[u'121.54843', u'31.211396']",2室2厅
133平,13000,链家房源，3房出租，附近有地铁，多次带看,华光花园,/zufang/shz4003615.html,2017.06.01上架,"[u'121.3919644', u'31.19355628']",3室2厅
103平,7000,愉景华庭，光线充足，钥匙房，2室2厅,愉景华庭,/zufang/shz4003411.html,2017.06.01上架,"[u'121.407361', u'31.276877']",2室2厅
104平,7000,东方龙苑，房型正气，钥匙房，最近看房多,东方龙苑,/zufang/shz4000321.html,2017.05.31上架,"[u'121.538146', u'31.20674']",2室2厅
38平,4200,地铁沿线，看房有钥匙，视野开阔，人气房源,胡家木桥路35弄,/zufang/shz3999886.html,2017.05.31上架,"[u'121.4997886', u'31.26495843']",1室1厅
82平,7200,桃林一小区，看房客户多，适合自住，生活很便利,桃林一小区,/zufang/shz3999058.html,2017.05.31上架,"[u'121.549623', u'31.234018']",2室1厅
90平,7000,精致户型，南北通透，好房好心情，生活很便利,大华锦绣华城（十二街区）,/zufang/shz3997763.html,2017.05.30上架,"[u'121.545428', u'31.187881']",2室2厅
88平,6200,金铭文博水景，光线充足，链家有钥匙，南北通透,金铭文博水景（公寓）,/zufang/shz3997419.html,2017.05.30上架,"[u'121.4131898', u'31.07290379']",2室2厅
107平,14500,名都城，好房待租，适合自住，有钥匙房源,名都城（公寓）,/zufang/shz3994058.html,2017.05.28上架,"[u'121.401119', u'31.19661']",2室2厅
67平,7200,曲一花苑，舒适三室，近地铁，有钥匙方便看,曲一花苑,/zufang/shz3992159.html,2017.05.27上架,"[u'121.496348', u'31.282326']",3室1厅
71平,6200,上钢二村，上下楼方便，实地看房，放心好房,上钢二村,/zufang/shz3988977.html,2017.05.26上架,"[u'121.5002344', u'31.18280577']",2室1厅
79平,9500,中福花苑，南北直通，看房客户多，采光棒,中福花苑,/zufang/shz3988446.html,2017.07.26上架,"[u'121.505573', u'31.216381']",2室2厅
71平,7200,有钥匙方便看，有爱有家，看房客户多，2室1厅1卫,阳明新城,/zufang/shz3986593.html,2017.05.25上架,"[u'121.5272864', u'31.2753829']",2室1厅
164平,21000,永新城，3室2厅2卫，附近有地铁，看房有钥匙,永新城,/zufang/shz3985026.html,2017.05.24上架,"[u'121.450397', u'31.1991']",3室2厅
67平,5000,连波路66弄，链家房源，交通便利，多次带看,连波路66弄,/zufang/shz3983951.html,2017.05.24上架,"[u'121.5587223', u'31.20086294']",2室1厅
51平,6800,南天大楼，生活很便利，高区景观房，人气房源,南天大楼,/zufang/shz3982995.html,2017.05.23上架,"[u'121.448689', u'31.19694']",1室1厅
53平,5500,链家好房，高区采光好，地铁沿线，有钥匙方便看,谨斜小区,/zufang/shz3981068.html,2017.05.22上架,"[u'121.455263', u'31.199705']",2室1厅
66平,4000,芳苑小区，有钥匙，好房待租，实地看房,芳苑小区,/zufang/shz3980483.html,2017.05.22上架,"[u'121.4650707', u'31.31255397']",2室1厅
27平,5100,人气房源，地铁沿线，1室1厅，高区阳光房,东昌新村,/zufang/shz3978616.html,2017.05.21上架,"[u'121.51825', u'31.23831918']",1室1厅
40平,4600,高区景观好，附近有地铁，一链倾城，精致户型,汉中小区,/zufang/shz3978540.html,2017.05.21上架,"[u'121.465707', u'31.249454']",2室0厅
96平,13000,丝庐花语，2室2厅，光线充足，钥匙在链家,丝庐花语,/zufang/shz3974624.html,2017.05.19上架,"[u'121.47385', u'31.20111']",2室2厅
103平,5300,华高新苑，看房有钥匙，近地铁，享受好房,华高新苑,/zufang/shz3974177.html,2017.05.19上架,"[u'121.61556', u'31.287204']",2室2厅
34平,3500,象山小区，看房客户多，温馨之家，钥匙在链家,象山小区,/zufang/shz3972312.html,2017.05.18上架,"[u'121.480258', u'31.260289']",1室1厅
92平,11000,荣信虹桥世嘉，地铁沿线，精致户型，南北通透,荣信虹桥世嘉,/zufang/shz3970246.html,2017.05.17上架,"[u'121.401835', u'31.180254']",2室1厅
226平,18000,汤臣豪园，最近看房多，南北户型，有钥匙,汤臣豪园（一期）,/zufang/shz3967554.html,2017.05.16上架,"[u'121.591969', u'31.215879']",5室2厅
87平,9500,放心好房，适合自住，地铁沿线，最近看房多,阳光公寓（黄浦）,/zufang/shz3967507.html,2017.05.16上架,"[u'121.507064', u'31.217349']",2室2厅
60平,11000,凯欣豪园，出行方便，简约二室，好房待租,凯欣豪园,/zufang/shz3965973.html,2017.05.15上架,"[u'121.424661', u'31.222694']",2室1厅
28平,3800,真实在租，有钥匙，交通便利，小户型,天山五村（旧）,/zufang/shz3964460.html,2017.05.14上架,"[u'121.403102', u'31.217164']",1室0厅
50平,8000,人气房源，一室小户型，有钥匙房源，附近有地铁,茂名公寓,/zufang/shz3964138.html,2017.05.14上架,"[u'121.467355', u'31.231792']",1室1厅
52平,9500,凯欣豪园，生活很便利，小户型，受欢迎好房,凯欣豪园,/zufang/shz3959243.html,2017.05.12上架,"[u'121.424661', u'31.222694']",1室0厅
40平,4200,民星路600弄，1室1厅1卫，有爱有家，钥匙房,民星路600弄,/zufang/shz3958158.html,2017.05.12上架,"[u'121.539095', u'31.317748']",1室1厅
81平,8000,涵合园，南北通透，看房有钥匙，好房好心情,涵合园（公寓）,/zufang/shz3954521.html,2017.05.10上架,"[u'121.537297', u'31.205845']",2室2厅
173平,15000,链家有钥匙，近地铁，链家好房，多次带看,香梅花园,/zufang/shz3951015.html,2017.05.09上架,"[u'121.544671', u'31.217388']",3室2厅
483平,120000,御翠园，交通方便，实地看房，享受好房,御翠园,/zufang/shz3947887.html,2017.05.07上架,"[u'121.571472', u'31.224373']",5室3厅
64平,9500,温馨之家，实地看房，地铁沿线，好房好心情,电影华苑,/zufang/shz3943933.html,2017.05.06上架,"[u'121.446043', u'31.189901']",1室2厅
253平,21000,交通便利，上下楼方便，受欢迎好房，5室3厅,虹桥河滨花园,/zufang/shz3942233.html,2017.05.05上架,"[u'121.408136', u'31.225357']",5室3厅
137平,10000,锦城公寓，精致户型，链家房源，看房方便,锦城公寓,/zufang/shz3941135.html,2017.05.04上架,"[u'121.477018', u'31.208537']",2室2厅
91平,7000,丹桂南苑，看房客户多，附近有地铁，适合自住,丹桂南苑,/zufang/shz3936595.html,2017.05.03上架,"[u'121.3609604', u'31.17778984']",2室2厅
66平,5200,龙柏五村，看房客户多，地铁沿线，适合自住,龙柏五村,/zufang/shz3929584.html,2017.04.30上架,"[u'121.376074', u'31.182573']",2室1厅
34平,4500,潍坊十村，低楼层，近地铁，温馨一室,潍坊十村,/zufang/shz3925555.html,2017.04.28上架,"[u'121.5305012', u'31.22878914']",1室1厅
162平,17000,香梅花园，出行方便，享受好房，有钥匙方便看,香梅花园,/zufang/shz3924792.html,2017.04.27上架,"[u'121.544671', u'31.217388']",3室2厅
54平,6800,万邦都市花园，看房方便，小户型，出行方便,万邦都市花园,/zufang/shz3923714.html,2017.04.27上架,"[u'121.559261', u'31.207145']",1室1厅
158平,13000,生活很便利，空气清新，链家房源，钥匙房,徐家汇花园,/zufang/shz3922510.html,2017.04.26上架,"[u'121.453761', u'31.199951']",3室2厅
47平,3800,龙盛佳苑，受欢迎好房，看房有钥匙，真实在租,龙盛佳苑,/zufang/shz3922333.html,2017.04.26上架,"[u'121.430923', u'31.288688']",1室1厅
54平,2300,闹中取静，有钥匙方便看，2室1厅1卫，看房客户多,乐业二村,/zufang/shz3921409.html,2017.04.26上架,"[u'121.4399666', u'31.41624974']",2室1厅
66平,6500,龙山新村，好楼层，好房待租，交通便利,龙山新村,/zufang/shz3918834.html,2017.04.24上架,"[u'121.452424', u'31.189236']",2室1厅
114平,7000,莲浦花苑，交通方便，适合自住，看房客户多,莲浦花苑,/zufang/shz3917101.html,2017.04.23上架,"[u'121.401645', u'31.13259']",2室2厅
59平,3600,低楼层，出行方便，最近看房多，一链倾城,滨浦新苑一村,/zufang/shz3916854.html,2017.04.23上架,"[u'121.5116131', u'31.07438016']",2室1厅
