area,price,title,community,link,time,Latitude,model
75平,3800,近地铁，采光棒，钥匙房，上门实勘,华沙一村,/zufang/shz4040933.html,2017.06.17上架,"[u'121.7004649', u'31.19752736']",2室1厅
63平,9500,香梅花园，好房好心情，1室2厅1卫，链家有钥匙,香梅花园,/zufang/shz4040434.html,2017.06.17上架,"[u'121.544671', u'31.217388']",1室2厅
36平,3400,延吉六村，光线充足，一室小户型，交通方便,延吉六村,/zufang/shz4040286.html,2017.06.17上架,"[u'121.5431623', u'31.29708757']",1室1厅
91平,12000,空气清新，好房待租，看房方便，受欢迎好房,卓悦居,/zufang/shz4040076.html,2017.06.17上架,"[u'121.464013', u'31.250366']",2室2厅
64平,4500,南杨小区，2室1厅，一链倾城，有钥匙房源,南杨小区（长清路）,/zufang/shz4040067.html,2017.06.17上架,"[u'121.498509', u'31.165334']",2室1厅
135平,15500,上门实拍，有爱有家，改善住房，有钥匙房源,江临天下,/zufang/shz4039968.html,2017.06.17上架,"[u'121.518117', u'31.232224']",3室2厅
91平,4800,金磊苑，适合自住，钥匙在店，好楼层,金磊苑,/zufang/shz4039826.html,2017.06.17上架,"[u'121.6899317', u'31.20318887']",2室2厅
93平,12000,静安晶华园，钥匙在链家，有爱有家，适合自住,静安晶华园,/zufang/shz4039682.html,2017.06.17上架,"[u'121.450935', u'31.245894']",2室2厅
50平,5000,光线充足，附近有地铁，一室小户型，好房待租,中远行家,/zufang/shz4039669.html,2017.06.17上架,"[u'121.5359157', u'31.21060033']",1室1厅
26平,3100,保民新村，受欢迎好房，有钥匙房源，近地铁,保民新村,/zufang/shz4039637.html,2017.06.17上架,"[u'121.5138788', u'31.26684222']",1室0厅
130平,19500,静安枫景苑，好楼层，多次带看，交通便利,静安枫景苑,/zufang/shz4039466.html,2017.06.17上架,"[u'121.453554', u'31.237327']",3室2厅
42平,3300,生活很便利，一室小户型，链家好房，看房客户多,开鲁路382弄,/zufang/shz4039215.html,2017.06.17上架,"[u'121.539765', u'31.331095']",1室1厅
105平,7500,两室户，交通方便，一链倾城，采光棒,新领地,/zufang/shz4039061.html,2017.06.17上架,"[u'121.556841', u'31.209192']",2室2厅
62平,7000,竹园高层，受欢迎好房，一链倾城，看房有钥匙,竹园高层,/zufang/shz4038645.html,2017.06.17上架,"[u'121.537486', u'31.235864']",2室1厅
175平,18000,梧桐花园，最近看房多，交通便利，如您所见,梧桐花园,/zufang/shz4038547.html,2017.06.17上架,"[u'121.466952', u'31.211593']",3室2厅
44平,4200,低楼层，出行方便，小户型，最近看房多,金杨二街坊,/zufang/shz4038491.html,2017.06.17上架,"[u'121.5833587', u'31.25573131']",1室1厅
50平,4200,钥匙房，两室户，实地看房，好房待租,三门路510弄,/zufang/shz4037912.html,2017.06.16上架,"[u'121.497212', u'31.316753']",2室1厅
101平,11000,圣约翰名邸，人气房源，两室户，交通便利,圣约翰名邸,/zufang/shz4037641.html,2017.06.16上架,"[u'121.420391', u'31.225093']",2室2厅
72平,5500,多次带看，低楼层，近地铁，一链倾城,东方御花园,/zufang/shz4037408.html,2017.06.16上架,"[u'121.395996', u'31.134874']",2室1厅
67平,10000,看房客户多，高清照片，1室2厅1卫，附近有地铁,尚海湾豪庭,/zufang/shz4037246.html,2017.06.16上架,"[u'121.464609', u'31.185062']",1室2厅
95平,5300,好世凤凰城，近地铁，上下楼方便，有钥匙,好世凤凰城,/zufang/shz4036992.html,2017.06.16上架,"[u'121.398349', u'31.096778']",2室2厅
51平,7800,出行方便，高区景观房，最近看房多，一链倾城,茂龄别墅（公房）,/zufang/shz4036677.html,2017.06.16上架,"[u'121.4541863', u'31.20757878']",2室1厅
153平,15200,徐家汇花园，受欢迎好房，真实在租，附近有地铁,徐家汇花园,/zufang/shz4035283.html,2017.06.15上架,"[u'121.453761', u'31.199951']",3室2厅
47平,4700,东三里桥路160弄，高区采光好，交通方便，有钥匙,东三里桥路160弄,/zufang/shz4035183.html,2017.06.15上架,"[u'121.5174005', u'31.20527914']",2室1厅
63平,5000,链家房源，交通方便，有钥匙房源，温馨一室,八方小区,/zufang/shz4035085.html,2017.07.23上架,"[u'121.453664', u'31.27857']",1室2厅
86平,5000,杰圣家苑，最近看房多，简约二室，近地铁,杰圣家苑,/zufang/shz4035038.html,2017.06.15上架,"[u'121.481473', u'31.32788904']",2室2厅
56平,7000,爱俪轩，1室0厅，人气房源，地铁沿线,爱俪轩,/zufang/shz4034988.html,2017.06.15上架,"[u'121.44495', u'31.222726']",1室0厅
70平,4600,杨家桥小区，高清实拍，简约二室，真实在租,杨家桥小区（普陀）,/zufang/shz4034981.html,2017.06.16上架,"[u'121.40026', u'31.271852']",2室1厅
50平,4500,高区采光好，交通便利，受欢迎好房，放心好房,崮山小区四街坊,/zufang/shz4034539.html,2017.06.15上架,"[u'121.570175', u'31.245246']",2室0厅
70平,10000,古北嘉年华庭，多次带看，低区出入方便，南北通透,古北嘉年华庭,/zufang/shz4034208.html,2017.06.15上架,"[u'121.414621', u'31.199624']",1室2厅
179平,18500,出行方便，受欢迎好房，一链倾城，链家有钥匙,浦东世纪花园（公寓）,/zufang/shz4033377.html,2017.06.14上架,"[u'121.562603', u'31.216895']",3室2厅
107平,7800,链家房源，两室户，地铁沿线，实地看房,桃林小区,/zufang/shz4032958.html,2017.06.14上架,"[u'121.552138', u'31.237232']",2室2厅
97平,13000,房型正气，最近看房多，高清照片，光线非常好,上海壹街区,/zufang/shz4031885.html,2017.06.14上架,"[u'121.471921', u'31.239668']",2室2厅
87平,10500,地铁沿线，有爱有家，链家有钥匙，多次带看,汇翠花园,/zufang/shz4031001.html,2017.06.13上架,"[u'121.4443', u'31.19123']",1室2厅
68平,5700,大华朗香花园，适合自住，多次带看，房型正气,大华朗香花园,/zufang/shz4030641.html,2017.06.13上架,"[u'121.388012', u'31.326387']",2室1厅
85平,12000,空气清新，交通便利，2室2厅，钥匙房,东方曼哈顿,/zufang/shz4030307.html,2017.06.13上架,"[u'121.439715', u'31.197619']",2室2厅
47平,4500,上门实拍，有钥匙方便看，真实在租，最近看房多,云台二小区,/zufang/shz4030008.html,2017.06.12上架,"[u'121.514875', u'31.182086']",1室1厅
45平,5500,潍坊六村，适合自住，好房待租，交通便利,潍坊六村,/zufang/shz4029327.html,2017.06.12上架,"[u'121.52945', u'31.228007']",2室0厅
155平,14500,实地看房，好房好心情，钥匙在店，改善住房,菊园,/zufang/shz4029260.html,2017.06.12上架,"[u'121.519739', u'31.233867']",3室2厅
78平,4800,受欢迎好房，2室1厅，享受好房，链家有钥匙,嘉丰公寓,/zufang/shz4028770.html,2017.06.12上架,"[u'121.3576905', u'31.17795072']",2室1厅
91平,7900,出行方便，空气清新，一链倾城，有钥匙房源,慧芝湖花园,/zufang/shz4028206.html,2017.06.11上架,"[u'121.465689', u'31.28813']",2室1厅
72平,4900,古美三村，采光棒，两室户，生活很便利,古美三村,/zufang/shz4027671.html,2017.06.11上架,"[u'121.408774', u'31.147593']",2室1厅
145平,18000,汇豪天下，出行方便，舒适三室，多次带看,汇豪天下,/zufang/shz4027663.html,2017.06.11上架,"[u'121.516454', u'31.232879']",3室2厅
49平,5600,虹霞小区，2室1厅，上门实拍，享受好房,虹霞小区,/zufang/shz4027660.html,2017.06.11上架,"[u'121.396428', u'31.210439']",2室1厅
48平,6000,一室小户型，钥匙房，近地铁，光线充足,公安大楼（徐汇）,/zufang/shz4027606.html,2017.06.11上架,"[u'121.45131', u'31.205519']",1室1厅
237平,56000,链家有钥匙，南北通，交通便利，人气房源,翠湖天地嘉苑,/zufang/shz4027549.html,2017.06.23上架,"[u'121.481948', u'31.223282']",3室2厅
61平,7000,光线棒，附近有地铁，适合自住，享受好房,梅园三街坊,/zufang/shz4026434.html,2017.06.11上架,"[u'121.5305678', u'31.23972158']",2室1厅
97平,8500,阳光花城，看房方便，好房待租，交通便利,阳光花城,/zufang/shz4026335.html,2017.06.11上架,"[u'121.629006', u'31.212499']",2室2厅
45平,4200,人气房源，采光好，1室1厅1卫，好房好心情,崮山小区一街坊,/zufang/shz4025802.html,2017.06.10上架,"[u'121.568745', u'31.245794']",1室1厅
125平,7000,南北直通，链家好房，上门实拍，人气房源,保利西子湾,/zufang/shz4025680.html,2017.06.11上架,"[u'121.241032', u'31.066142']",3室2厅
52平,6200,出行方便，链家好房，光线充足，看房有钥匙,梅园五街坊,/zufang/shz4025077.html,2017.06.10上架,"[u'121.5351162', u'31.23799506']",2室1厅
150平,21000,最近看房多，视野很好，3房出租，享受好房,永业公寓,/zufang/shz4024792.html,2017.06.10上架,"[u'121.484826', u'31.21442']",3室2厅
110平,10500,兴林公寓，好房好心情，高区阳光房，上门实拍,兴林公寓,/zufang/shz4024041.html,2017.07.29上架,"[u'121.494566', u'31.219126']",2室2厅
134平,13000,上海绿城，南北直通，采光棒，看房有钥匙,上海绿城,/zufang/shz4023765.html,2017.06.10上架,"[u'121.539738', u'31.211494']",3室2厅
80平,12000,中凯城市之光，好楼层，最近看房多，真实在租,中凯城市之光（静安）,/zufang/shz4023704.html,2017.07.14上架,"[u'121.471835', u'31.232529']",2室1厅
81平,13000,中凯城市之光，如您所见，交通便利，简约二室,中凯城市之光（静安）,/zufang/shz4023177.html,2017.06.09上架,"[u'121.471835', u'31.232529']",2室1厅
80平,4000,富丽公寓，有钥匙方便看，适合自住，交通便利,富丽公寓（西区）,/zufang/shz4023001.html,2017.06.09上架,"[u'121.366191', u'31.144964']",2室2厅
67平,4800,茂盛城市花园，最近看房多，享受好房，房型正气,茂盛城市花园,/zufang/shz4022065.html,2017.06.09上架,"[u'121.369755', u'31.158326']",2室1厅
93平,6000,看房方便，2室2厅，受欢迎好房，交通方便,毕加索小镇（一期）（公寓）,/zufang/shz4021280.html,2017.06.09上架,"[u'121.653788', u'31.221435']",2室2厅
74平,4000,中通大厦，1室1厅1卫，高清照片，交通便利,中通大厦,/zufang/shz4020677.html,2017.06.08上架,"[u'121.539057', u'31.275577']",1室1厅
97平,11000,大唐盛世花园，空气清新，人气房源，真实在租,大唐盛世花园,/zufang/shz4019136.html,2017.06.08上架,"[u'121.566444', u'31.213217']",2室2厅
34平,2300,最近看房多，一链倾城，有钥匙房源，高清照片,海滨二村（宝山）,/zufang/shz4019027.html,2017.06.08上架,"[u'121.4988793', u'31.38690036']",1室0厅
101平,15000,静安紫苑，上门实拍，有钥匙房源，受欢迎好房,静安紫苑,/zufang/shz4018885.html,2017.08.06上架,"[u'121.459686', u'31.240443']",2室2厅
49平,5500,新华路261弄，2室0厅，看房方便，上门实勘,新华路261弄,/zufang/shz4018752.html,2017.06.08上架,"[u'121.433743', u'31.208935']",2室0厅
66平,6500,近地铁，简约二室，看房方便，人气房源,海联公寓,/zufang/shz4018257.html,2017.07.25上架,"[u'121.476922', u'31.250375']",2室0厅
45平,5200,高清照片，交通便利，好房好心情，一室小户型,静安新城（七区）,/zufang/shz4017505.html,2017.06.07上架,"[u'121.387588', u'31.165002']",1室1厅
34平,4700,中原新村，采光棒，受欢迎好房，地铁沿线,中原新村,/zufang/shz4016122.html,2017.06.07上架,"[u'121.440332', u'31.190121']",1室1厅
76平,3500,南北通，放心好房，链家有钥匙，2室1厅1卫,文宝苑,/zufang/shz4016022.html,2017.06.06上架,"[u'121.375624', u'31.353332']",2室1厅
55平,4500,南杨小区，2室1厅，实地看房，光线充足,南杨小区（长清路）,/zufang/shz4015881.html,2017.06.06上架,"[u'121.498509', u'31.165334']",2室1厅
85平,11000,高区景观房，上门实拍，两室户，人气房源,盛世年华,/zufang/shz4015524.html,2017.06.06上架,"[u'121.545231', u'31.234402']",2室2厅
102平,11000,放心好房，南北通透，链家有钥匙，2室2厅1卫,天安花园,/zufang/shz4015029.html,2017.06.06上架,"[u'121.561415', u'31.228874']",2室2厅
125平,10000,中芯花园，放心好房，有钥匙方便看，实地看房,中芯花园（公寓）,/zufang/shz4014984.html,2017.06.06上架,"[u'121.625275', u'31.223134']",3室2厅
80平,7800,怡福苑，交通便利，链家有钥匙，人气房源,怡福苑,/zufang/shz4014855.html,2017.06.06上架,"[u'121.5257807', u'31.29624348']",2室1厅
125平,7500,交通便利，看房方便，光线充足，链家房源,保利叶语（公寓）（一期）,/zufang/shz4013991.html,2017.06.06上架,"[u'121.373451', u'31.350442']",3室2厅
95平,4000,高清实拍，交通方便，舒适三室，高区景观好,公捷苑,/zufang/shz4013900.html,2017.06.06上架,"[u'121.241349', u'31.028636']",3室2厅
66平,5200,博山小区，钥匙在链家，受欢迎好房，好房待租,博山小区,/zufang/shz4013081.html,2017.06.05上架,"[u'121.561216', u'31.25253']",2室1厅
152平,17000,兆丰嘉园，多次带看，交通方便，光线充足,兆丰嘉园,/zufang/shz4012865.html,2017.06.05上架,"[u'121.424519', u'31.226102']",3室2厅
32平,5300,姚西小区，附近有地铁，如您所见，采光棒,姚西小区,/zufang/shz4011738.html,2017.06.04上架,"[u'121.4414775', u'31.23988403']",1室1厅
128平,17000,上门实拍，看房有钥匙，空气清新，享受好房,尚海湾豪庭,/zufang/shz4011638.html,2017.08.08上架,"[u'121.464609', u'31.185062']",2室2厅
70平,6000,达安春之声，好房待租，光线非常好，地铁沿线,达安春之声,/zufang/shz4010905.html,2017.06.04上架,"[u'121.408813', u'31.273818']",2室1厅
31平,4000,多次带看，有钥匙房源，温馨一室，如您所见,广中扩大小区,/zufang/shz4010365.html,2017.06.04上架,"[u'121.479449', u'31.294392']",1室0厅
85平,11500,链家好房，人气房源，小户型，看房有钥匙,盛世年华,/zufang/shz4010183.html,2017.06.04上架,"[u'121.545231', u'31.234402']",1室1厅
114平,12500,香榭丽花园，人气房源，交通便利，精致户型,香榭丽花园,/zufang/shz4008619.html,2017.06.03上架,"[u'121.542131', u'31.23323']",2室2厅
64平,8500,虹桥河滨花园，实地看房，钥匙在链家，空气清新,虹桥河滨花园,/zufang/shz4008406.html,2017.06.03上架,"[u'121.408136', u'31.225357']",1室2厅
137平,16800,光线充足，附近有地铁，舒适三室，看房方便,上海滩新昌城,/zufang/shz4007680.html,2017.06.03上架,"[u'121.472434', u'31.243996']",3室2厅
42平,6600,中福花苑，最近看房多，小户型，有钥匙,中福花苑,/zufang/shz4007227.html,2017.06.03上架,"[u'121.505573', u'31.216381']",1室1厅
63平,3000,御上海，好房好心情，光线非常好，看房客户多,御上海,/zufang/shz4006891.html,2017.06.03上架,"[u'121.240489', u'31.054934']",1室2厅
109平,8500,钥匙在链家，地铁沿线，上门实勘，南北通透,蓝色港湾（公寓）,/zufang/shz4004615.html,2017.06.02上架,"[u'121.394447', u'31.152083']",2室2厅
51平,6200,潍坊九村，视野很好，南北户型，钥匙在店,潍坊九村,/zufang/shz4004289.html,2017.06.02上架,"[u'121.5333359', u'31.2270147']",2室1厅
47平,3600,金杨新村九街坊，交通方便，温馨之家，空气清新,金杨新村九街坊,/zufang/shz4003957.html,2017.06.02上架,"[u'121.587021', u'31.260023']",1室1厅
99平,11000,有钥匙，生活很便利，高区采光好，好房待租,新湖明珠城,/zufang/shz4003841.html,2017.06.01上架,"[u'121.434755', u'31.248083']",2室2厅
101平,9000,中芯花园，看房客户多，钥匙在链家，近地铁,中芯花园（公寓）,/zufang/shz4003320.html,2017.06.01上架,"[u'121.625275', u'31.223134']",2室2厅
45平,6300,受欢迎好房，近地铁，好楼层，有钥匙,宛南五村,/zufang/shz4003262.html,2017.06.01上架,"[u'121.454725', u'31.187083']",2室1厅
125平,16500,福源汇居，光线充足，2室2厅，附近有地铁,福源汇居,/zufang/shz4003131.html,2017.06.01上架,"[u'121.447444', u'31.195071']",2室2厅
90平,11000,仁德坊，2室2厅1卫，看房有钥匙，真实在租,仁德坊,/zufang/shz4002741.html,2017.06.01上架,"[u'121.486743', u'31.210152']",2室2厅
49平,8500,骏豪国际，实地看房，空气清新，附近有地铁,骏豪国际,/zufang/shz4001771.html,2017.06.01上架,"[u'121.461215', u'31.234486']",1室2厅
52平,10000,凯欣豪园，钥匙房，好房好心情，1室1厅1卫,凯欣豪园,/zufang/shz4000942.html,2017.05.31上架,"[u'121.424661', u'31.222694']",1室1厅
81平,7000,建华公寓，人气房源，适合自住，地铁沿线,建华公寓,/zufang/shz4000289.html,2017.05.31上架,"[u'121.556762', u'31.215745']",2室1厅
90平,7700,附近有地铁，链家有钥匙，链家房源，适合自住,日月光水岸花园（公寓）,/zufang/shz3999464.html,2017.05.31上架,"[u'121.630351', u'31.219919']",2室2厅
91平,4500,经纬阳光水岸家园，链家房源，有钥匙房源，简约二室,经纬阳光水岸家园（一期）,/zufang/shz3998899.html,2017.05.31上架,"[u'121.410312', u'31.334888']",2室2厅
81平,3300,有钥匙方便看，实地看房，2室2厅，交通便利,鹤北新村二街坊,/zufang/shz3998852.html,2017.05.31上架,"[u'121.423061', u'31.016139']",2室2厅
170平,21000,世茂滨江花园，交通方便，放心好房，有钥匙,世茂滨江花园,/zufang/shz3997450.html,2017.05.30上架,"[u'121.520399', u'31.227414']",2室2厅
146平,15000,东淮海公寓，如您所见，看房客户多，交通方便,东淮海公寓,/zufang/shz3997107.html,2017.05.29上架,"[u'121.491527', u'31.23342']",3室2厅
79平,14000,好房待租，看房有钥匙，温馨之家，近地铁,国际丽都城,/zufang/shz3996089.html,2017.05.29上架,"[u'121.465737', u'31.239547']",1室2厅
49平,5200,兰花新村，好房好心情，视野开阔，看房客户多,兰花新村,/zufang/shz3995944.html,2017.05.29上架,"[u'121.533546', u'31.308766']",2室0厅
75平,3700,馨佳园，受欢迎好房，看房有钥匙，南北通透,馨佳园（菊泉街1346弄）,/zufang/shz3995668.html,2017.05.29上架,"[u'121.3754534', u'31.36893983']",2室2厅
59平,6500,实地看房，视野很好，好房好心情，有钥匙房源,桃林一小区,/zufang/shz3994944.html,2017.05.28上架,"[u'121.549623', u'31.234018']",2室1厅
83平,9900,光线充足，好房好心情，附近有地铁，受欢迎好房,马当小区,/zufang/shz3994243.html,2017.05.28上架,"[u'121.482302', u'31.219313']",2室1厅
113平,13000,低楼层，多次带看，有钥匙房源，如您所见,陆家嘴国际华城,/zufang/shz3994068.html,2017.05.28上架,"[u'121.541764', u'31.241526']",2室2厅
105平,9500,创世纪花园，链家好房，看房方便，地铁沿线,创世纪花园,/zufang/shz3993934.html,2017.05.28上架,"[u'121.445988', u'31.191704']",2室2厅
42平,3200,实地看房，一室小户型，生活很便利，真实在租,民星一村,/zufang/shz3993363.html,2017.05.28上架,"[u'121.547821', u'31.319845']",1室1厅
135平,18000,多次带看，看房有钥匙，2室2厅2卫，地铁沿线,世茂滨江花园,/zufang/shz3993078.html,2017.05.27上架,"[u'121.520399', u'31.227414']",2室2厅
57平,8000,空气清新，上门实勘，小户型，地铁沿线,春天花园,/zufang/shz3991663.html,2017.05.27上架,"[u'121.409898', u'31.223009']",1室2厅
115平,8600,证大家园，钥匙在链家，好房待租，实地看房,证大家园（公寓）,/zufang/shz3991546.html,2017.05.27上架,"[u'121.6028134', u'31.28632734']",3室2厅
91平,11000,实地看房，好房好心情，两室户，生活很便利,菊园,/zufang/shz3990725.html,2017.05.26上架,"[u'121.519739', u'31.233867']",2室2厅
56平,6000,振虹苑，空气清新，精致户型，附近有地铁,振虹苑,/zufang/shz3989931.html,2017.05.26上架,"[u'121.4154505', u'31.19610362']",2室1厅
107平,11000,盛大花园，最近看房多，南北直通，看房有钥匙,盛大花园,/zufang/shz3989184.html,2017.05.26上架,"[u'121.460588', u'31.183815']",2室2厅
83平,6000,好楼层，有钥匙，看房客户多，真实在租,毕加索小镇（一期）（公寓）,/zufang/shz3988677.html,2017.05.26上架,"[u'121.653788', u'31.221435']",2室2厅
48平,5200,最近看房多，钥匙房，上门实拍，生活很便利,虹梅花苑,/zufang/shz3988351.html,2017.05.25上架,"[u'121.385837', u'31.19668']",2室0厅
109平,5700,远洋香奈，闹中取静，看房方便，真实在租,远洋香奈,/zufang/shz3987720.html,2017.06.13上架,"[u'121.434924', u'31.399686']",3室2厅
68平,3200,奥塞花园，地铁沿线，看房客户多，2室1厅,奥塞花园,/zufang/shz3986847.html,2017.07.27上架,"[u'121.3963478', u'31.10318921']",2室1厅
128平,13500,达安城，改善住房，上门实拍，有爱有家,达安城,/zufang/shz3985280.html,2017.07.09上架,"[u'121.467529', u'31.24159']",3室2厅
56平,8000,乌中小区，高清照片，钥匙在链家，受欢迎好房,乌中小区,/zufang/shz3985263.html,2017.05.24上架,"[u'121.453331', u'31.218452']",1室1厅
40平,3500,临沂八村，有爱有家，高区采光好，看房客户多,临沂八村,/zufang/shz3984839.html,2017.05.24上架,"[u'121.521992', u'31.203131']",1室1厅
66平,6200,简约二室，高清实拍，有钥匙方便看，光线棒,中兴路1321弄,/zufang/shz3983315.html,2017.05.23上架,"[u'121.4683036', u'31.25860287']",2室2厅
106平,11000,南溪公寓，空气清新，人气房源，2室2厅1卫,南溪公寓,/zufang/shz3983235.html,2017.05.23上架,"[u'121.445274', u'31.19399']",2室2厅
107平,4800,星辰园，好房待租，钥匙房，交通方便,星辰园（公寓）,/zufang/shz3981971.html,2017.05.23上架,"[u'121.236346', u'31.058065']",2室2厅
53平,2400,红旗五村，交通方便，最近看房多，如您所见,红旗五村,/zufang/shz3980799.html,2017.05.22上架,"[u'121.4093154', u'31.01766634']",2室1厅
53平,5800,有钥匙，生活很便利，采光棒，简约二室,上虹新村,/zufang/shz3980216.html,2017.05.22上架,"[u'121.397172', u'31.180056']",2室1厅
102平,13000,绿地名人坊，南北直通，好房好心情，近地铁,绿地名人坊,/zufang/shz3979124.html,2017.05.21上架,"[u'121.504469', u'31.223803']",2室2厅
58平,4200,上门实拍，采光棒，南北直通，出行方便,共康五村,/zufang/shz3978747.html,2017.05.21上架,"[u'121.445276', u'31.327692']",2室1厅
81平,7200,桃林小区，钥匙在链家，人气房源，精致户型,桃林小区,/zufang/shz3978252.html,2017.05.21上架,"[u'121.552138', u'31.237232']",2室2厅
66平,4300,南北直通，2室1厅，上门实勘，生活很便利,六荷苑小区,/zufang/shz3978107.html,2017.05.24上架,"[u'121.5962493', u'31.27461728']",2室1厅
90平,6600,大上海国际花园，南北通，最近看房多，采光棒,大上海国际花园（八区）,/zufang/shz3978026.html,2017.05.21上架,"[u'121.384363', u'31.168887']",2室2厅
130平,13500,陆家嘴花园，链家房源，看房客户多，生活很便利,陆家嘴花园（一期）,/zufang/shz3977748.html,2017.05.21上架,"[u'121.54842438518', u'31.237858529952']",3室2厅
65平,9200,虹桥万博花园，享受好房，看房客户多，钥匙在链家,虹桥万博花园,/zufang/shz3976966.html,2017.05.20上架,"[u'121.406732', u'31.223185']",1室2厅
162平,20000,人气房源，简约二室，有钥匙，地铁沿线,世茂滨江花园,/zufang/shz3976426.html,2017.05.20上架,"[u'121.520399', u'31.227414']",2室2厅
93平,6700,链家好房，有钥匙房源，视野开阔，舒适三室,恒力锦沧花园,/zufang/shz3976084.html,2017.05.20上架,"[u'121.4131754', u'31.26587363']",3室1厅
75平,5200,罗阳七村，地铁沿线，上门实拍，3房出租,罗阳七村,/zufang/shz3975596.html,2017.05.20上架,"[u'121.407041', u'31.129653']",3室1厅
54平,3500,园西小区，看房客户多，房型正气，有钥匙方便看,园西小区,/zufang/shz3974785.html,2017.05.19上架,"[u'121.7045417', u'31.19623433']",2室1厅
76平,3000,河滨小区，有钥匙房源，高区阳光房，高清大图,河滨小区,/zufang/shz3974227.html,2017.05.19上架,"[u'121.70956', u'31.19910714']",2室2厅
87平,8400,圣骊澳门苑，钥匙在链家，好房待租，交通便利,圣骊澳门苑,/zufang/shz3972709.html,2017.05.18上架,"[u'121.454246', u'31.253546']",2室2厅
70平,3100,享受好房，钥匙房，最近看房多，视野开阔,新凯城玉兰苑,/zufang/shz3972166.html,2017.06.25上架,"[u'121.2440148', u'31.11585629']",2室1厅
38平,5000,桃林一小区，链家房源，实地看房，1室1厅,桃林一小区,/zufang/shz3970261.html,2017.05.17上架,"[u'121.549623', u'31.234018']",1室1厅
48平,3600,看房有钥匙，空气清新，地铁沿线，最近看房多,金杨新村五街坊,/zufang/shz3969390.html,2017.05.17上架,"[u'121.583639', u'31.251299']",1室1厅
102平,25000,艾格美国际公寓，交通便利，2室2厅2卫，有钥匙,艾格美国际公寓,/zufang/shz3966035.html,2017.06.22上架,"[u'121.470024', u'31.232325']",2室2厅
64平,9000,亚都国际名园，有爱有家，闹中取静，多次带看,亚都国际名园,/zufang/shz3965969.html,2017.05.15上架,"[u'121.444404', u'31.194692']",1室1厅
137平,20000,世茂滨江花园，链家房源，钥匙房，近地铁,世茂滨江花园,/zufang/shz3964303.html,2017.05.14上架,"[u'121.520399', u'31.227414']",2室2厅
41平,3200,看房方便，地铁沿线，一室小户型，链家房源,粤秀苑,/zufang/shz3963734.html,2017.05.14上架,"[u'121.465926', u'31.295009']",1室0厅
43平,3300,北蔡大街32弄，受欢迎好房，温馨一室，生活很便利,北蔡大街32弄,/zufang/shz3962461.html,2017.05.14上架,"[u'121.5599903', u'31.19436126']",1室1厅
46平,4300,地铁沿线，上门实勘，2室0厅1卫，钥匙房,柳营路309弄,/zufang/shz3960676.html,2017.05.13上架,"[u'121.469802', u'31.275462']",2室0厅
49平,5500,九歌上郡，闹中取静，最近看房多，有钥匙房源,九歌上郡,/zufang/shz3960132.html,2017.07.16上架,"[u'121.388023', u'31.171133']",1室1厅
132平,28800,多次带看，放心好房，地铁沿线，上门实勘,翠湖天地嘉苑,/zufang/shz3959377.html,2017.05.12上架,"[u'121.481948', u'31.223282']",2室2厅
93平,7600,钥匙在店，2室2厅，一链倾城，最近看房多,嘉利明珠城,/zufang/shz3957489.html,2017.05.11上架,"[u'121.470171', u'31.27948']",2室2厅
118平,18000,泰府名邸，南北通，好房待租，精致户型,泰府名邸,/zufang/shz3956687.html,2017.05.11上架,"[u'121.461353', u'31.242238']",2室2厅
172平,18000,有钥匙方便看，交通便利，多次带看，有爱有家,永新花苑,/zufang/shz3953501.html,2017.05.10上架,"[u'121.449225', u'31.199543']",3室2厅
160平,12500,舒适三室，最近看房多，交通方便，链家有钥匙,上影广场（徐汇）,/zufang/shz3953104.html,2017.05.10上架,"[u'121.44573', u'31.190288']",3室2厅
74平,7300,如您所见，2室2厅，出行方便，钥匙房,怡福苑,/zufang/shz3952287.html,2017.05.09上架,"[u'121.5257807', u'31.29624348']",2室2厅
143平,18000,高清照片，出行方便，3房出租，光线棒,东方曼哈顿,/zufang/shz3951164.html,2017.05.09上架,"[u'121.439715', u'31.197619']",3室2厅
81平,7400,桃林小区，多次带看，2室1厅1卫，好楼层,桃林小区,/zufang/shz3949867.html,2017.05.08上架,"[u'121.552138', u'31.237232']",2室1厅
45平,7500,襄阳南路388弄，如您所见，闹中取静，2室1厅1卫,襄阳南路388弄,/zufang/shz3949782.html,2017.05.08上架,"[u'121.464226', u'31.213842']",2室1厅
137平,7000,受欢迎好房，舒适三室，链家房源，附近有地铁,绿洲康城亲水湾（中央区）,/zufang/shz3948688.html,2017.05.08上架,"[u'121.590724', u'31.158247']",3室2厅
37平,3700,宁和小区，受欢迎好房，低区出入方便，链家好房,宁和小区,/zufang/shz3947745.html,2017.05.07上架,"[u'121.456775', u'31.280534']",1室0厅
191平,14000,空气清新，链家好房，看房有钥匙，交通便利,黄金豪园,/zufang/shz3943268.html,2017.05.05上架,"[u'121.404194', u'31.201162']",2室2厅
28平,4600,梅园四街坊，低楼层，生活很便利，看房客户多,梅园四街坊,/zufang/shz3942375.html,2017.05.05上架,"[u'121.532544', u'31.238222']",2室1厅
82平,7500,枫林路14弄，出行方便，看房方便，人气房源,枫林路14弄,/zufang/shz3942001.html,2017.05.22上架,"[u'121.4598987', u'31.20628427']",2室1厅
